"equipmentnumber","type","description","stationnumber","createdAt","updatedAt","x","y"
10054038,"ELEVATOR","zu Gleis 1/1a/6/8",5276,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2879782,51.3095857
10054040,"ELEVATOR","zu Gleis 2/3",5276,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2878803,51.3097092
10054102,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",5291,2018-07-19 10:51:17,2019-11-13 10:45:11,9.758315,53.5830916
10054340,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",5340,2018-07-19 10:51:18,2019-11-13 10:45:12,13.5143946,52.6491313
10055204,"ELEVATOR","zu Gleis 3/4",5450,2018-07-19 10:51:16,2019-11-13 10:45:10,11.37456312,50.65041736
10055506,"ELEVATOR","zu Gleis 1/2",5487,2018-07-19 10:51:17,2019-11-13 10:45:12,11.1612032,52.8581995
10055507,"ELEVATOR","zu Gleis 3/4",5487,2018-07-19 10:51:17,2019-11-13 10:45:12,11.1612578,52.8583467
10055511,"ELEVATOR","von EG zu Tunnel",5487,2018-07-19 10:51:17,2019-11-13 10:45:12,11.1611189,52.8581158
10055575,"ELEVATOR","zu Gleis 2",5499,2018-07-19 10:51:18,2019-03-26 14:30:20,11.56019197,51.67898948
10055576,"ELEVATOR","zu Gleis 1",5499,2018-07-19 10:51:18,2019-03-26 14:30:20,11.55989147,51.6790014
10057721,"ELEVATOR","zu Gleis 1/2",5823,2018-07-19 10:51:15,2019-11-13 10:45:10,14.0037285,51.5269558
10057722,"ELEVATOR","zu Gleis 3/4",5823,2018-07-19 10:51:15,2019-11-13 10:45:10,14.0035887,51.52707
10058569,"ELEVATOR","zu Gleis 9/10",5882,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0044043,51.1607434
10058637,"ELEVATOR","zu Gleis 2/3",5895,2018-07-19 10:51:18,2019-11-13 10:45:12,11.12733261,51.16473099
10059457,"ELEVATOR","zu Gleis 1",5998,2018-07-19 10:51:16,2019-11-13 10:45:10,8.906926705,50.12155588
10059497,"ELEVATOR","von EG zu OG",6010,2018-07-19 10:51:16,2019-11-13 10:45:10,11.8548,52.595038
10060095,"ELEVATOR","zu Gleis 101/102 (S-Bahn)",6071,2018-07-19 10:51:17,2019-11-13 10:45:12,9.18078,48.783982
10060383,"ELEVATOR","zu Gleis 1/2",6075,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1177182,48.7367365
10060387,"ELEVATOR","zu Gleis 1 (S-Bahn)",6076,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1052695,48.745926
10060388,"ELEVATOR","zu Gleis 2 (S-Bahn)",6076,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1054318,48.7459628
10060534,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6083,2018-07-19 10:51:16,2019-11-13 10:45:10,9.1550797,48.7697367
10060639,"ELEVATOR","zu Gleis 2/12 und Gleis 11",6090,2018-07-19 10:51:17,2019-11-13 10:45:11,9.1661673,48.829548
10060703,"ELEVATOR","zu Gleis 1",6099,2018-07-19 10:51:17,2019-11-13 10:45:11,10.6828687,50.6050284
10060704,"ELEVATOR","zu Gleis 2",6099,2018-07-19 10:51:17,2019-11-13 10:45:11,10.6826558,50.6051172
10063139,"ELEVATOR","zu Gleis 4/5 Abschnitt B/C",6859,2018-07-19 10:51:17,2019-11-13 10:45:12,10.7877966,52.4294428
10063144,"ELEVATOR","zu Gleis 1/3 Abschnitt B/C",6859,2018-07-19 10:51:17,2019-11-13 10:45:12,10.787768,52.4296041
10064505,"ELEVATOR","Nicht Reisendenrelevant",6597,2018-07-19 10:51:18,2019-11-13 10:45:12,12.15446,49.67061
10064618,"ELEVATOR","von EG zu Tunnel",6612,2018-07-19 10:51:18,2019-11-13 10:45:12,8.2679697,50.4868396
10064619,"ELEVATOR","zu Gleis 1/2",6612,2018-07-19 10:51:18,2019-11-13 10:45:12,8.2680996,50.4867341
10068238,"ELEVATOR","zu Gleis 1/2",5450,2018-07-19 10:51:19,2019-11-13 10:45:13,11.37431653,50.65042575
10068697,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7761,2018-07-19 10:51:17,2019-11-13 10:45:11,13.20955967,52.53192359
10068718,"ELEVATOR","zu Gleis 1/2",7848,2018-07-19 10:51:17,2019-11-13 10:45:11,12.3890793,51.3962028
10069131,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",559,2018-07-19 10:51:17,2019-09-24 07:00:12,13.5088984,52.4553473
10069402,"ELEVATOR","zu Gleis 1/2",1528,2018-07-19 10:51:18,2019-11-13 10:45:13,10.33182815,50.97679999
10069420,"ELEVATOR","zu Gleis 3/4",1528,2018-07-19 10:51:18,2019-11-13 10:45:13,10.3320617,50.9770163
10069431,"ELEVATOR","zu Gleis 5/6",1528,2018-07-19 10:51:18,2019-11-13 10:45:13,10.3322333,50.9771748
10069596,"ELEVATOR","zu Gleis 1",5160,2018-07-19 10:51:19,2018-11-06 14:30:16,7.2030893,51.6162371
10069688,"ELEVATOR","zu Gleis 1/2",2306,2018-07-19 10:51:16,2019-11-13 10:45:10,6.77829126,50.93652433
10070520,"ELEVATOR","zu Gleis 2/3",1351,2018-07-19 10:51:19,2019-11-13 10:45:13,13.7889324,51.1143216
10070522,"ELEVATOR","zu Gleis 1/1a",1351,2018-07-19 10:51:19,2019-11-13 10:45:13,13.7887002,51.114384
10071230,"ELEVATOR","zu Gleis 1",2054,2018-07-19 10:51:16,2019-11-13 10:45:11,7.0502123,51.5871851
10071488,"ELEVATOR","zu Gleis 1/2",5131,2018-07-19 10:51:17,2019-11-13 10:45:11,12.3545828,52.5999006
10071924,"ELEVATOR","zu Gleis 5 (S-Bahn)",2518,2018-07-19 10:51:19,2019-11-13 10:45:13,10.2060445,53.4899883
10072184,"ELEVATOR","zu Gleis 3/4",5002,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0791721,50.8580523
10072185,"ELEVATOR","zu Gleis 1 (S-Bahn)",5002,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0794541,50.8581158
10074820,"ELEVATOR","zu Gleis 1",1033,2018-07-19 10:51:19,2019-11-13 10:45:13,7.3046271,51.5736002
10074825,"ELEVATOR","zu Gleis 2/3",1033,2018-07-19 10:51:19,2019-11-13 10:45:13,7.304525,51.5737335
10075266,"ELEVATOR","zu Gleis 6/7",5012,2018-07-19 10:51:18,2019-05-15 07:00:16,13.0667351,52.3917825
10075283,"ELEVATOR","zu Gleis 1/3",5012,2018-07-24 08:20:12,2018-10-22 14:30:12,13.0667135,52.3915973
10075344,"ELEVATOR","zu Gleis 2/4",5012,2018-07-19 10:51:18,2019-11-13 10:45:12,13.0667026,52.3914437
10078557,"ELEVATOR","zu Gleis 3/4",335,2018-07-19 10:51:19,2019-11-13 10:45:13,14.138985,50.9188159
10079174,"ELEVATOR","zu Gleis 1/2",4943,2018-07-19 10:51:16,2019-11-13 10:45:10,13.9302088,50.9629752
10079969,"ELEVATOR","zu Gleis 1/2",1353,2018-07-19 10:51:15,2019-11-13 10:45:10,13.8282007,50.9998224
10080532,"ELEVATOR","zu Gleis 1/2",1360,2018-07-19 10:51:18,2019-11-13 10:45:12,13.8454243,50.9894503
10081167,"ELEVATOR","zu Gleis 1/2",2637,2018-07-19 10:51:19,2019-11-13 10:45:13,13.8743366,50.9719206
10081175,"ELEVATOR","zu Gleis 1/2",2638,2018-07-19 10:51:19,2019-11-13 10:45:13,13.8940226,50.961088
10082493,"ELEVATOR","UG - EG - OG",549,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4971783,52.5092922
10082969,"ELEVATOR","zu Gleis 2",47,2018-07-19 10:51:17,2019-11-13 10:45:11,9.0267738,48.2101963
10083014,"ELEVATOR","zu Gleis 1/2",1911,2018-07-19 10:51:19,2019-11-13 10:45:13,13.6463966,50.9992042
10083852,"ELEVATOR","zu Gleis 1/2",8016,2018-07-19 10:51:19,2019-11-13 10:45:13,13.7657541,51.1244418
10084470,"ELEVATOR","zu Gleis 1/2",145,2018-07-19 10:51:15,2019-11-13 10:45:09,9.8617303,52.36922
10084523,"ELEVATOR","zu Gleis 2/3",1145,2018-07-19 10:51:16,2019-11-13 10:45:10,9.5215878,52.4068888
10084761,"ELEVATOR","zu Gleis 2",4189,2018-07-19 10:51:17,2019-11-13 10:45:11,9.046232226,48.40409301
10085128,"ELEVATOR","zu Gleis 10/11 (S-Bahn)",530,2018-07-19 10:51:16,2019-11-13 10:45:11,13.4339585,52.5113237
10085129,"ELEVATOR","zu Gleis 8/9 (S-Bahn)",530,2018-07-19 10:51:16,2019-11-13 10:45:11,13.4338291,52.5112101
10085130,"ELEVATOR","zu Gleis 6/7",530,2018-07-19 10:51:16,2019-11-13 10:45:11,13.4336562,52.5110649
10085413,"ELEVATOR","zu Gleis 1",4416,2018-07-19 10:51:18,2019-11-13 10:45:12,11.4570443,49.2733995
10086014,"ELEVATOR","zu Gleis 1 (S-Bahn)",4609,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0547672,49.4297688
10086023,"ELEVATOR","zu Gleis 1 (S-Bahn)",4599,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0476635,49.4099938
10086059,"ELEVATOR","zu Gleis 1/2",4608,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0386938,49.3816559
10086275,"ELEVATOR","von Gleis 11/12 zu Gleis 1",4787,2018-07-19 10:51:15,2019-11-13 10:45:10,8.0613324,52.2730388
10086276,"ELEVATOR","von Gleis 13/14 zu Gleis 1",4787,2018-07-19 10:51:15,2019-11-13 10:45:10,8.0614561,52.2731968
10086916,"ELEVATOR","zu Gleis 2/3 (S-Bahn)",4599,2018-07-19 10:51:19,2019-11-13 10:45:13,11.0479687,49.4100044
10087414,"ELEVATOR","zu Gleis 1/2",3705,2018-07-19 10:51:19,2019-11-13 10:45:13,12.41931083,50.69930766
10087415,"ELEVATOR","von EG zu Tunnel",3705,2018-07-19 10:51:19,2019-11-13 10:45:13,12.41935855,50.69913576
10087991,"ELEVATOR","UG (Parkhaus) - EG - OG",530,2018-07-19 10:51:17,2019-11-13 10:45:12,13.4347867,52.5097472
10088605,"ELEVATOR","zu Gleis 1/2",3660,2018-07-19 10:51:18,2019-11-13 10:45:12,12.3731798,50.57317847
10088751,"ELEVATOR","zu Gleis 2/3",319,2018-07-19 10:51:19,2019-11-13 10:45:13,9.27271248,51.97423993
10088968,"ELEVATOR","zu Gleis 1",625,2018-07-19 10:51:16,2019-11-13 10:45:10,10.48427865,53.14221256
10088990,"ELEVATOR","zu Gleis 3",625,2018-07-19 10:51:16,2019-11-13 10:45:10,10.48446481,53.14238011
10089684,"ELEVATOR","zu Gleis 1/2",982,2018-07-19 10:51:17,2019-11-13 10:45:11,10.0028013,52.44866145
10090640,"ELEVATOR","zu Gleis 1/5 (S-Bahn)",2691,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2056473,52.6377811
10090646,"ELEVATOR","von EG zu Tunnel",6678,2018-07-19 10:51:17,2019-11-13 10:45:11,12.3671745,50.7255133
10090656,"ELEVATOR","zu Gleis 1/2",6678,2018-07-19 10:51:17,2019-11-13 10:45:11,12.3670585,50.7255269
10090660,"ELEVATOR","zu Gleis 3/4",6678,2018-07-19 10:51:17,2019-11-13 10:45:11,12.3668312,50.7255575
10091217,"ELEVATOR","zu Gleis 102/103 Abschnitt C",6310,2018-07-19 10:51:18,2019-11-13 10:45:12,10.55387708,52.96998956
10091721,"ELEVATOR","zu Gleis 1",3855,2018-07-19 10:51:16,2019-11-13 10:45:10,10.4196923,53.2496204
10092034,"ELEVATOR","zu Gleis 101 Abschnitt C",6310,2018-07-19 10:51:16,2019-11-13 10:45:10,10.553643,52.97005786
10092552,"ELEVATOR","zu Gleis 2/3",2525,2018-07-19 10:51:18,2019-11-13 10:45:12,9.375578768,52.10144052
10092567,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2550,2018-07-19 10:51:18,2019-11-13 10:45:12,9.6754971,52.3967928
10092639,"ELEVATOR","zu Gleis 1/2",2544,2018-07-19 10:51:18,2019-11-13 10:45:13,9.7694817,52.3567445
10092643,"ELEVATOR","zu Gleis 3/4",2544,2018-07-19 10:51:18,2019-11-13 10:45:13,9.7697042,52.3567864
10093183,"ELEVATOR","zu Gleis 1",2549,2018-07-19 10:51:18,2019-11-13 10:45:12,9.7905695,52.3736817
10093597,"ELEVATOR","zu Gleis 2/3",7179,2018-07-19 10:51:17,2019-11-13 10:45:11,9.725815445,52.44085092
10093602,"ELEVATOR","zu Gleis 4",7179,2018-07-19 10:51:17,2019-11-13 10:45:11,9.726005213,52.44077596
10093606,"ELEVATOR","zu Gleis 1",7179,2018-07-19 10:51:17,2019-11-13 10:45:11,9.726192723,52.44069699
10094430,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7180,2018-07-19 10:51:19,2019-11-13 10:45:13,9.698720456,52.45848554
10095521,"ELEVATOR","zu Gleis 3/4",3539,2018-07-19 10:51:18,2019-11-13 10:45:12,9.7358419,52.4510324
10095710,"ELEVATOR","zu Gleis 13/14",3620,2018-07-19 10:51:18,2019-11-13 10:45:13,9.974579956,52.37675699
10096734,"ELEVATOR","von Empfangshalle zu Tunnel",1984,2018-07-19 10:51:17,2018-12-28 14:30:16,10.990121,49.4700461
10096753,"ELEVATOR","zu Gleis 1",4446,2018-07-19 10:51:17,2019-11-13 10:45:11,12.4505286,52.8527833
10096754,"ELEVATOR","zu Gleis 2/3",4446,2018-07-19 10:51:17,2019-11-13 10:45:11,12.4507284,52.8528444
10096755,"ELEVATOR","zu Gleis 4/5",4446,2018-07-19 10:51:17,2019-11-13 10:45:11,12.45078955,52.85299747
10096765,"ELEVATOR","zu Gleis 1/2",4349,2018-07-19 10:51:17,2019-11-13 10:45:11,12.24444205,50.6109231
10096839,"ELEVATOR","zu Gleis 2/3",4455,2018-07-19 10:51:18,2019-11-13 10:45:12,9.4552573,52.5032575
10096963,"ELEVATOR","zu Gleis 5/6",4548,2018-07-19 10:51:18,2019-11-13 10:45:12,9.217397,52.6454579
10096964,"ELEVATOR","von EG zu Tunnel",4548,2018-07-19 10:51:18,2019-11-13 10:45:12,9.2167443,52.6450938
10097005,"ELEVATOR","zu Gleis 1/2",4548,2018-07-19 10:51:16,2019-11-13 10:45:10,9.2177989,52.645629
10097082,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",5697,2018-07-19 10:51:16,2019-11-13 10:45:10,11.0449795,49.3386363
10097083,"ELEVATOR","zu Gleis 1",5696,2018-07-19 10:51:16,2019-11-13 10:45:10,11.0349822,49.3262023
10097084,"ELEVATOR","zu Gleis 5/6 (S-Bahn)",5696,2018-07-19 10:51:16,2019-11-13 10:45:10,11.0355118,49.3261643
10097085,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",934,2018-07-19 10:51:16,2019-11-13 10:45:10,11.0741787,49.2676466
10097227,"ELEVATOR","von EG zu Tunnel",5795,2018-07-19 10:51:17,2019-11-13 10:45:11,9.594469472,52.39190301
10097228,"ELEVATOR","zu Gleis 3/4",5795,2018-07-19 10:51:17,2019-11-13 10:45:11,9.594316182,52.39163291
10097229,"ELEVATOR","zu Gleis 1/2",5795,2018-07-19 10:51:17,2019-11-13 10:45:11,9.594353335,52.39176643
10097343,"ELEVATOR","zu Gleis 1/2",5933,2018-07-19 10:51:17,2019-11-13 10:45:12,9.5562992,52.2151666
10097614,"ELEVATOR","zu Gleis 1/2/3 (S-Bahn)",1099,2018-07-19 10:51:19,2019-11-13 10:45:13,11.4441154,48.2548718
10097636,"ELEVATOR","Lastenaufzug",2517,2018-07-19 10:51:19,2019-11-13 10:45:13,9.934547,53.552214
10097647,"ELEVATOR","von EG zu Tunnel",5933,2018-07-19 10:51:19,2019-11-13 10:45:13,9.5564603,52.2149704
10097767,"ELEVATOR","zu Gleis 1/2",5954,2018-07-19 10:51:15,2019-11-13 10:45:09,9.1885838,52.3327719
10097768,"ELEVATOR","zu Gleis 3/4",5954,2018-07-19 10:51:15,2019-11-13 10:45:09,9.1886554,52.3326321
10097769,"ELEVATOR","von EG zu Tunnel",5954,2018-07-19 10:51:15,2019-11-13 10:45:09,9.1889321,52.3322094
10097793,"ELEVATOR","zu Gleis 2/3",6578,2018-07-19 10:51:15,2019-11-13 10:45:09,9.6351921,52.2982117
10099555,"ELEVATOR","zu Gleis 1",5405,2018-07-19 10:51:15,2019-11-13 10:45:10,8.6390638,48.1653672
10099567,"ELEVATOR","zu Gleis 2/3",5405,2018-07-19 10:51:15,2019-11-13 10:45:10,8.6390691,48.165216
10099595,"ELEVATOR","zu Gleis 4/5",5405,2018-07-19 10:51:15,2019-11-13 10:45:10,8.6390884,48.1650738
10099935,"ELEVATOR","zu Gleis 12/13",3488,2018-07-19 10:51:18,2019-11-13 10:45:12,9.7923468,52.3172292
10100075,"ELEVATOR","zu Gleis 16/17",3488,2018-07-19 10:51:19,2019-11-13 10:45:13,9.7927693,52.317301
10100082,"ELEVATOR","zu Gleis 10/11 (S-Bahn)",3488,2018-07-19 10:51:19,2019-11-13 10:45:13,9.7919505,52.3173846
10100088,"ELEVATOR","DB Lounge",3488,2018-07-19 10:51:19,2019-11-13 10:45:13,9.7935978,52.3173433
10103196,"ELEVATOR","zu Gleis 4/5 Abschnitt B/C",2218,2018-07-19 10:51:19,2019-11-13 10:45:13,9.9264025,51.5367364
10103197,"ELEVATOR","zu Gleis 6/7 Abschnitt A/B",2218,2018-07-19 10:51:19,2019-11-13 10:45:13,9.9261409,51.5368328
10103619,"ELEVATOR","zu Gleis 1 (S-Bahn)",4750,2018-07-19 10:51:18,2019-11-13 10:45:12,11.3472187,48.0053446
10103622,"ELEVATOR","zu Gleis 2 (S-Bahn)",4750,2018-07-19 10:51:18,2019-11-13 10:45:12,11.3475315,48.0053457
10108803,"ELEVATOR","zu Gleis 1",2888,2018-07-19 10:51:19,2019-11-13 10:45:13,11.6970775,47.8842946
10108804,"ELEVATOR","zu Gleis 2/3",2888,2018-07-19 10:51:19,2019-11-13 10:45:13,11.6972681,47.8843958
10109740,"ELEVATOR","zu Gleis 11/12 (S-Bahn)",545,2018-07-19 10:51:17,2019-11-13 10:45:11,13.5257755,52.48117
10111239,"ELEVATOR","zu Gleis 1",393,2018-07-19 10:51:18,2019-11-13 10:45:12,10.8994879,49.9005218
10111266,"ELEVATOR","zu Gleis 2/3 Abschnitt C/D",393,2018-07-19 10:51:18,2019-11-13 10:45:12,10.8996457,49.9005949
10111270,"ELEVATOR","zu Gleis 4/5 Abschnitt C/D",393,2018-07-19 10:51:18,2019-11-13 10:45:12,10.8998202,49.9006758
10111278,"ELEVATOR","zu Gleis 6/8 Abschnitt B/C",393,2018-07-19 10:51:18,2019-11-13 10:45:12,10.8999947,49.9007567
10112119,"ELEVATOR","zu Gleis 1",3979,2018-07-19 10:51:15,2019-11-13 10:45:10,12.0824902,50.0042602
10112179,"ELEVATOR","zu Gleis 4/5",3979,2018-07-19 10:51:15,2019-11-13 10:45:10,12.0822146,50.0044242
10112296,"ELEVATOR","von Empfangshalle zu OG",855,2018-07-19 10:51:16,2019-11-13 10:45:10,8.812771034,53.08286562
10113200,"ELEVATOR","zu Gleis 1",1159,2018-07-19 10:51:18,2019-11-13 10:45:13,8.6297194,53.0527241
10113202,"ELEVATOR","zu Gleis 2/3",1159,2018-07-19 10:51:18,2019-11-13 10:45:13,8.6299778,53.0528773
10114062,"ELEVATOR","zu Gleis 1/2",6075,2018-07-19 10:51:16,2019-11-13 10:45:10,9.1155451,48.738452
10114450,"ELEVATOR","zu Gleis 1/2 Abschnitt B/C",533,2018-07-19 10:51:18,2019-11-13 10:45:12,13.33275603,52.50748293
10115540,"ELEVATOR","zu Gleis 3/4 Abschnitt A/B",533,2018-07-19 10:51:17,2019-11-13 10:45:11,13.3321203,52.507066
10115665,"ELEVATOR","zu Gleis 5/6 (S-Bahn)",533,2018-07-19 10:51:17,2019-11-13 10:45:12,13.3317048,52.5069821
10116195,"ELEVATOR","zu Gleis 1",4765,2018-07-19 10:51:18,2019-11-13 10:45:12,8.2225419,53.1438555
10116342,"ELEVATOR","zu Gleis 1",5385,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0828001,49.2413185
10116343,"ELEVATOR","zu Gleis 2/3",5385,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0826172,49.2414363
10116344,"ELEVATOR","zu Gleis 4/5",5385,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0824748,49.2414538
10116805,"ELEVATOR","zu Gleis 1",5936,2018-07-19 10:51:17,2019-11-13 10:45:11,12.6218876,50.7897784
10116808,"ELEVATOR","zu Gleis 2",5936,2018-07-19 10:51:17,2019-11-13 10:45:11,12.6218501,50.7895314
10116879,"ELEVATOR","Contipark",4234,2018-07-19 10:51:17,2019-04-27 07:00:13,11.56021,48.14005
10117196,"ELEVATOR","zu Gleis 4",4783,2018-07-19 10:51:17,2019-11-13 10:45:11,13.1060045,51.311802
10118901,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7726,2018-07-19 10:51:18,2019-11-13 10:45:13,13.3287209,52.5343161
10119158,"ELEVATOR","zu Gleis 1",7968,2018-07-19 10:51:18,2019-11-13 10:45:12,8.6686068,50.5878059
10119290,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7760,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3434164,52.5361654
10121097,"ELEVATOR","zu Gleis 1",2827,2018-07-19 10:51:15,2019-11-13 10:45:10,8.4448821,50.084098
10121113,"ELEVATOR","zu Gleis 2/3",5187,2018-07-19 10:51:16,2019-11-13 10:45:10,12.2928127,50.6278611
10121374,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7729,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2285495,52.6251496
10121454,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7734,2018-07-19 10:51:18,2019-11-13 10:45:12,13.24527402,52.6133945
10121587,"ELEVATOR","zu Gleis 1/5 (S-Bahn)",7721,2018-07-19 10:51:18,2019-11-13 10:45:12,13.2893417,52.5886879
10121622,"ELEVATOR","von EG zu Tunnel",7721,2018-07-19 10:51:18,2019-11-13 10:45:12,13.2891637,52.5885598
10121623,"ELEVATOR","von EG zu Tunnel",7721,2018-07-19 10:51:18,2019-11-13 10:45:12,13.2895745,52.5887389
10121792,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4234,2018-07-19 10:51:19,2019-11-13 10:45:13,11.559259,48.1414357
10122170,"ELEVATOR","zu Gleis 4a/6a",2818,2018-07-19 10:51:18,2019-11-13 10:45:13,11.9230485,50.3077491
10122171,"ELEVATOR","zu Gleis 8a/10a",2818,2018-07-19 10:51:18,2019-11-13 10:45:13,11.9228986,50.3075752
10122220,"ELEVATOR","zu Gleis 1",8018,2018-07-19 10:51:19,2019-11-13 10:45:13,12.4790481,51.3438148
10122223,"ELEVATOR","zu Gleis 2",8018,2018-07-19 10:51:19,2019-11-13 10:45:13,12.4790524,51.3439939
10122518,"ELEVATOR","von UG zu 3.OG",4234,2018-07-19 10:51:17,2019-11-13 10:45:11,11.55828,48.13968
10122519,"ELEVATOR","von UG zu 3.OG",4234,2018-07-19 10:51:17,2019-01-04 14:30:14,11.56023,48.1396
10122522,"ELEVATOR","IC Hotel",4234,2018-07-19 10:51:17,2019-11-13 10:45:11,11.55981,48.13956
10122524,"ELEVATOR","IC Hotel",4234,2018-07-19 10:51:17,2019-11-13 10:45:11,11.55981,48.13953
10122710,"ELEVATOR","zu Gleis 2/3 (S-Bahn)",797,2018-07-19 10:51:17,2019-11-13 10:45:11,12.5412691,51.3456457
10122847,"ELEVATOR","von EG zu Brücke",7980,2018-07-19 10:51:17,2019-11-13 10:45:12,8.6438553,50.1123976
10123094,"ELEVATOR","zu Gleis 1",2906,2018-07-19 10:51:16,2019-11-13 10:45:11,8.6888993,48.4417593
10123095,"ELEVATOR","zu Gleis 2/3",2906,2018-07-19 10:51:16,2019-11-13 10:45:11,8.6889624,48.4415525
10123096,"ELEVATOR","zu Gleis 5/6",2906,2018-07-19 10:51:16,2019-11-13 10:45:11,8.6890252,48.4413281
10124173,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",539,2018-07-19 10:51:15,2019-11-13 10:45:10,13.2895389,52.6329133
10124779,"ELEVATOR","zu Gleis 2/3",3644,2018-07-19 10:51:18,2019-11-13 10:45:13,12.44489304,51.34422429
10124788,"ELEVATOR","zu Gleis 1/2",2992,2018-07-19 10:51:18,2019-11-13 10:45:13,8.0538643,49.976129
10124797,"ELEVATOR","zu Gleis 4",2992,2018-07-19 10:51:18,2019-11-13 10:45:13,8.0537123,49.9762959
10125938,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",543,2018-07-19 10:51:18,2019-11-13 10:45:12,13.306744,52.6181836
10125980,"ELEVATOR","von EG zu Tunnel",543,2018-07-19 10:51:18,2019-11-13 10:45:12,13.30695,52.618269
10127042,"ELEVATOR","zu Gleis 1",6793,2018-07-19 10:51:18,2019-11-13 10:45:12,8.122137456,49.09497613
10127043,"ELEVATOR","zu Gleis 2/3",6793,2018-07-19 10:51:18,2019-11-13 10:45:12,8.122385667,49.09494265
10131527,"ELEVATOR","von Gleis 1/2 zu Gleis 11/12",6723,2018-07-19 10:51:16,2019-11-13 10:45:11,13.2838186,52.5008704
10134045,"ELEVATOR","zu Gleis 1",1194,2018-07-19 10:51:18,2019-11-13 10:45:12,8.840995,49.9034167
10135258,"ELEVATOR","zu Gleis 11/12 (S-Bahn)",6723,2018-07-19 10:51:18,2019-11-13 10:45:12,13.2835706,52.5012026
10136278,"ELEVATOR","von Gleis 3/4 zu Gleis 11/12",6723,2018-07-19 10:51:16,2019-11-13 10:45:10,13.2840041,52.5006372
10138160,"ELEVATOR","zu Gleis 1/2",1694,2018-07-19 10:51:16,2019-11-13 10:45:11,7.008047,51.4845368
10138791,"ELEVATOR","zu Gleis 1",739,2018-07-19 10:51:15,2019-11-13 10:45:10,8.3124003,49.9295219
10138800,"ELEVATOR","zu Gleis 2/3",739,2018-10-01 13:10:12,2019-11-13 10:45:10,8.3124731,49.9296606
10143519,"ELEVATOR","zu Gleis 1/2",271,2018-07-19 10:51:16,2019-11-13 10:45:11,7.728815954,50.3276154
10146029,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3318,2018-07-19 10:51:18,2019-11-13 10:45:12,13.4670084,52.4695135
10146032,"ELEVATOR","zu Gleis 2/3",2827,2018-07-19 10:51:18,2019-11-13 10:45:12,8.4448422,50.0840888
10148558,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",565,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3852887,52.4707803
10149491,"ELEVATOR","zu Gleis 2/3",3891,2018-07-19 10:51:15,2019-11-13 10:45:10,13.4080122,52.360067
10150100,"ELEVATOR","zu Gleis 2/3",4587,2018-07-19 10:51:18,2019-11-13 10:45:12,9.986164369,51.70336244
10153145,"ELEVATOR","zu Gleis 1/11",4587,2018-07-19 10:51:18,2019-11-13 10:45:12,9.986701355,51.70335313
10153158,"ELEVATOR","zu Gleis 12/13",4587,2018-07-19 10:51:18,2019-11-13 10:45:12,9.986997635,51.70315337
10164795,"ELEVATOR","zu Gleis 1",5816,2018-07-19 10:51:18,2019-11-13 10:45:12,12.4254503,51.3450881
10164796,"ELEVATOR","zu Gleis 2",5816,2018-07-19 10:51:18,2019-11-13 10:45:12,12.4254546,51.344936
10167821,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3022,2018-07-19 10:51:18,2019-11-13 10:45:12,9.2182974,48.6764913
10169804,"ELEVATOR","zu Gleis 2/3",2688,2018-07-19 10:51:19,2019-11-13 10:45:13,7.2851251,50.7731787
